country,country_code_2_digit,country_code_3_digit,population,reported_date,icu_occupancy_count,hospital_occupancy_count,source
France,FR,FRA,67012883,2020-05-10,2728,22502,Country_Website
Iceland,IS,ISL,356991,2020-05-10,0,2,Country_Website
Ireland,IE,IRL,4904240,2020-05-10,72,539,Country_Website
Italy,IT,ITA,60359546,2020-05-10,1027,14645,Country_Github
Latvia,LV,LVA,1919968,2020-05-10,,30,Surveillance
Luxembourg,LU,LUX,613894,2020-05-10,21,80,Country_Website
Netherlands,NL,NLD,17282163,2020-05-10,451,,Other Website
Bulgaria,BG,BGR,7000039,2020-05-05,37,316,External_Github
Croatia,HR,HRV,4076246,2020-05-05,,217,Country_Website
Czechia,CZ,CZE,10649800,2020-05-05,47,223,Country_Website
Denmark,DK,DNK,5806081,2020-05-05,49,228,Country_Website
Estonia,EE,EST,1324820,2020-05-05,10,66,Country_API
Finland,FI,FIN,5517919,2020-05-05,48,195,External_Github
France,FR,FRA,67012883,2020-05-05,3375,24701,Country_Website
Iceland,IS,ISL,356991,2020-05-05,0,3,Country_Website
Ireland,IE,IRL,4904240,2020-05-05,90,680,Country_Website
Italy,IT,ITA,60359546,2020-05-05,1427,17697,Country_Github
Latvia,LV,LVA,1919968,2020-05-05,,33,Surveillance
Luxembourg,LU,LUX,613894,2020-05-05,23,104,Country_Website
Malta,MT,MLT,493559,2020-05-05,0,,Surveillance
Netherlands,NL,NLD,17282163,2020-05-05,570,,Other Website
Norway,NO,NOR,5328212,2020-05-05,,71,Country_API
Poland,PL,POL,37972812,2020-05-05,,2738,Surveillance
Portugal,PT,PRT,10276617,2020-05-05,134,818,Country_Website
Romania,RO,ROU,19414458,2020-05-05,244,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-05,,159,JRC
Slovenia,SI,SVN,2080908,2020-05-05,16,55,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-05,,12143,Country_Website
Austria,AT,AUT,8858775,2020-05-04,111,420,Country_Website
Belgium,BE,BEL,11455519,2020-05-04,646,3082,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-04,40,321,External_Github
Croatia,HR,HRV,4076246,2020-05-04,,228,Country_Website
Poland,PL,POL,37972812,2020-04-28,,2934,Surveillance
Portugal,PT,PRT,10276617,2020-04-28,172,936,Country_Website
Romania,RO,ROU,19414458,2020-04-28,243,,Country_Website
Slovakia,SK,SVK,5450421,2020-04-28,,175,JRC
Slovenia,SI,SVN,2080908,2020-04-28,23,77,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-28,,14089,Country_Website
Austria,AT,AUT,8858775,2020-04-27,140,579,Surveillance
Belgium,BE,BEL,11455519,2020-04-27,876,3976,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-27,41,301,External_Github
Croatia,HR,HRV,4076246,2020-04-27,,303,Country_Website
Czechia,CZ,CZE,10649800,2020-04-27,68,310,Country_Website
Denmark,DK,DNK,5806081,2020-04-27,72,310,Country_Website
Estonia,EE,EST,1324820,2020-04-27,12,90,Country_API
Finland,FI,FIN,5517919,2020-04-27,56,187,External_Github
France,FR,FRA,67012883,2020-04-27,4526,27954,Country_Website
Iceland,IS,ISL,356991,2020-04-27,1,10,Country_Website
Ireland,IE,IRL,4904240,2020-04-27,117,771,Country_Website
Italy,IT,ITA,60359546,2020-04-27,1956,22309,Country_Github
Latvia,LV,LVA,1919968,2020-04-27,,41,Surveillance
Luxembourg,LU,LUX,613894,2020-04-27,25,114,Country_Website
Malta,MT,MLT,493559,2020-04-27,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-27,781,,Other Website
Norway,NO,NOR,5328212,2020-04-27,,125,Country_API
Poland,PL,POL,37972812,2020-04-27,,2759,Surveillance
Portugal,PT,PRT,10276617,2020-04-27,176,995,Country_Website
Malta,MT,MLT,493559,2020-04-20,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-20,1010,,Other Website
Norway,NO,NOR,5328212,2020-04-20,,160,Country_API
Poland,PL,POL,37972812,2020-04-20,,2511,Surveillance
Portugal,PT,PRT,10276617,2020-04-20,215,1208,Country_Website
Romania,RO,ROU,19414458,2020-04-20,261,,Country_Website
Slovenia,SI,SVN,2080908,2020-04-20,26,87,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-20,,17333,Country_Website
Austria,AT,AUT,8858775,2020-04-19,,817,Surveillance
Belgium,BE,BEL,11455519,2020-04-19,1071,4940,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-19,36,259,External_Github
Croatia,HR,HRV,4076246,2020-04-19,,331,Country_Website
Czechia,CZ,CZE,10649800,2020-04-19,81,344,Country_Website
Denmark,DK,DNK,5806081,2020-04-19,84,319,Country_Website
Estonia,EE,EST,1324820,2020-04-19,14,124,Country_API
Finland,FI,FIN,5517919,2020-04-19,68,192,External_Github
France,FR,FRA,67012883,2020-04-19,5644,30486,Country_Website
Iceland,IS,ISL,356991,2020-04-19,5,27,Country_Website
Ireland,IE,IRL,4904240,2020-04-19,133,816,Country_Website
Italy,IT,ITA,60359546,2020-04-19,2635,27668,Country_Github
Latvia,LV,LVA,1919968,2020-04-19,,44,Surveillance
Luxembourg,LU,LUX,613894,2020-04-19,39,171,Country_Website
Malta,MT,MLT,493559,2020-04-19,1,,Surveillance
Netherlands,NL,NLD,17282163,2020-04-19,1029,,Other Website
Norway,NO,NOR,5328212,2020-04-19,,153,Country_API
Norway,NO,NOR,5328212,2020-05-10,,60,Country_API
Poland,PL,POL,37972812,2020-05-10,,2658,Surveillance
Portugal,PT,PRT,10276617,2020-05-10,112,797,Country_Website
Romania,RO,ROU,19414458,2020-05-10,242,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-10,,110,JRC
Slovenia,SI,SVN,2080908,2020-05-10,10,41,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-10,,10414,Country_Website
Austria,AT,AUT,8858775,2020-05-09,79,309,Country_Website
Belgium,BE,BEL,11455519,2020-05-09,475,2222,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-09,49,380,External_Github
Croatia,HR,HRV,4076246,2020-05-09,,181,Country_Website
Czechia,CZ,CZE,10649800,2020-05-09,39,173,Country_Website
Denmark,DK,DNK,5806081,2020-05-09,39,194,Country_Website
Estonia,EE,EST,1324820,2020-05-09,6,49,Country_API
Finland,FI,FIN,5517919,2020-05-09,45,161,External_Github
France,FR,FRA,67012883,2020-05-09,2764,22547,Country_Website
Iceland,IS,ISL,356991,2020-05-09,0,2,Country_Website
Ireland,IE,IRL,4904240,2020-05-09,72,539,Country_Website
Italy,IT,ITA,60359546,2020-05-09,1034,14868,Country_Github
Latvia,LV,LVA,1919968,2020-05-09,,29,Surveillance
Luxembourg,LU,LUX,613894,2020-05-09,17,85,Country_Website
Netherlands,NL,NLD,17282163,2020-05-09,469,,Other Website
Norway,NO,NOR,5328212,2020-05-09,,59,Country_API
Poland,PL,POL,37972812,2020-05-09,,2768,Surveillance
Portugal,PT,PRT,10276617,2020-05-09,120,815,Country_Website
France,FR,FRA,67012883,2020-05-02,3770,25751,Country_Website
Iceland,IS,ISL,356991,2020-05-02,0,6,Country_Website
Ireland,IE,IRL,4904240,2020-05-02,99,705,Country_Website
Italy,IT,ITA,60359546,2020-05-02,1539,18896,Country_Github
Latvia,LV,LVA,1919968,2020-05-02,,34,Surveillance
Luxembourg,LU,LUX,613894,2020-05-02,27,101,Country_Website
Malta,MT,MLT,493559,2020-05-02,2,,Surveillance
Netherlands,NL,NLD,17282163,2020-05-02,635,,Other Website
Norway,NO,NOR,5328212,2020-05-02,,81,Country_API
Poland,PL,POL,37972812,2020-05-02,,2649,Surveillance
Portugal,PT,PRT,10276617,2020-05-02,150,855,Country_Website
Romania,RO,ROU,19414458,2020-05-02,265,,Country_Website
Slovakia,SK,SVK,5450421,2020-05-02,,142,JRC
Slovenia,SI,SVN,2080908,2020-05-02,21,60,Country_Github
United Kingdom,UK,GBR,66647112,2020-05-02,,12744,Country_Website
Belgium,BE,BEL,11455519,2020-05-01,690,3109,Country_Website
Bulgaria,BG,BGR,7000039,2020-05-01,43,317,External_Github
Croatia,HR,HRV,4076246,2020-05-01,,245,Country_Website
Czechia,CZ,CZE,10649800,2020-05-01,55,244,Country_Website
Denmark,DK,DNK,5806081,2020-05-01,61,249,Country_Website
Estonia,EE,EST,1324820,2020-05-01,9,75,Country_API
Finland,FI,FIN,5517919,2020-05-01,49,185,External_Github
France,FR,FRA,67012883,2020-05-01,3819,25809,Country_Website
Iceland,IS,ISL,356991,2020-05-01,0,6,Country_Website
Ireland,IE,IRL,4904240,2020-05-01,99,740,Country_Website
Norway,NO,NOR,5328212,2020-10-23,,44,Country_API
Portugal,PT,PRT,10276617,2020-10-23,198,1418,Country_Website
Romania,RO,ROU,19414458,2020-10-23,782,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-23,,828,JRC
Slovenia,SI,SVN,2080908,2020-10-23,66,394,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-23,,8412,Country_Website
Austria,AT,AUT,8858775,2020-10-22,161,1002,Country_Website
Belgium,BE,BEL,11455519,2020-10-22,573,3649,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-22,107,1732,External_Github
Croatia,HR,HRV,4076246,2020-10-22,,661,Country_Website
Czechia,CZ,CZE,10649800,2020-10-22,751,5044,Country_Website
Denmark,DK,DNK,5806081,2020-10-22,17,124,Country_Website
Estonia,EE,EST,1324820,2020-10-22,2,28,Country_API
France,FR,FRA,67012883,2020-10-22,2310,14009,Country_Website
Hungary,HU,HUN,9772756,2020-10-22,197,2132,JRC
Ireland,IE,IRL,4904240,2020-10-22,37,310,Country_Website
Italy,IT,ITA,60359546,2020-10-22,992,10686,Country_Github
Latvia,LV,LVA,1919968,2020-10-22,,105,Country_Website
Luxembourg,LU,LUX,613894,2020-10-22,10,86,Country_Website
Netherlands,NL,NLD,17282163,2020-10-22,508,,Other Website
Norway,NO,NOR,5328212,2020-10-22,,44,Country_API
Poland,PL,POL,37972812,2020-10-22,,10091,Country_Website
Portugal,PT,PRT,10276617,2020-10-22,200,1365,Country_Website
Romania,RO,ROU,19414458,2020-10-22,778,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-22,,876,JRC
Italy,IT,ITA,60359546,2020-09-30,280,3327,Country_Github
Latvia,LV,LVA,1919968,2020-09-30,,19,Country_Website
Luxembourg,LU,LUX,613894,2020-09-30,5,30,Country_Website
Netherlands,NL,NLD,17282163,2020-09-30,175,,Other Website
Norway,NO,NOR,5328212,2020-09-30,,28,Country_API
Poland,PL,POL,37972812,2020-09-30,,2481,Country_Website
Portugal,PT,PRT,10276617,2020-09-30,105,666,Country_Website
Romania,RO,ROU,19414458,2020-09-30,550,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-30,,254,JRC
Slovenia,SI,SVN,2080908,2020-09-30,16,86,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-30,,2420,Country_Website
Austria,AT,AUT,8858775,2020-09-29,90,491,Country_Website
Belgium,BE,BEL,11455519,2020-09-29,150,716,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-29,42,780,External_Github
Croatia,HR,HRV,4076246,2020-09-29,,274,Country_Website
Czechia,CZ,CZE,10649800,2020-09-29,202,976,Country_Website
Denmark,DK,DNK,5806081,2020-09-29,15,107,Country_Website
Estonia,EE,EST,1324820,2020-09-29,2,35,Country_API
France,FR,FRA,67012883,2020-09-29,1198,6482,Country_Website
Hungary,HU,HUN,9772756,2020-09-29,51,755,JRC
Ireland,IE,IRL,4904240,2020-09-29,18,117,Country_Website
Italy,IT,ITA,60359546,2020-09-29,271,3319,Country_Github
Latvia,LV,LVA,1919968,2020-09-29,,16,Country_Website
Luxembourg,LU,LUX,613894,2020-09-29,5,30,Country_Website
Netherlands,NL,NLD,17282163,2020-09-29,171,,Other Website
Romania,RO,ROU,19414458,2020-09-28,557,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-28,,197,JRC
Slovenia,SI,SVN,2080908,2020-09-28,16,79,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-28,,2298,Country_Website
Austria,AT,AUT,8858775,2020-09-27,84,446,Country_Website
Belgium,BE,BEL,11455519,2020-09-27,135,654,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-27,36,791,External_Github
Croatia,HR,HRV,4076246,2020-09-27,,280,Country_Website
Czechia,CZ,CZE,10649800,2020-09-27,187,820,Country_Website
Denmark,DK,DNK,5806081,2020-09-27,17,95,Country_Website
Estonia,EE,EST,1324820,2020-09-27,1,32,Country_API
France,FR,FRA,67012883,2020-09-27,1112,6235,Country_Website
Hungary,HU,HUN,9772756,2020-09-27,38,620,JRC
Ireland,IE,IRL,4904240,2020-09-27,17,108,Country_Website
Italy,IT,ITA,60359546,2020-09-27,254,3100,Country_Github
Latvia,LV,LVA,1919968,2020-09-27,,7,Country_Website
Luxembourg,LU,LUX,613894,2020-09-27,3,36,Country_Website
Netherlands,NL,NLD,17282163,2020-09-27,155,,Other Website
Poland,PL,POL,37972812,2020-09-27,,2223,Country_Website
Portugal,PT,PRT,10276617,2020-09-27,89,635,Country_Website
Romania,RO,ROU,19414458,2020-09-27,535,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-27,,199,JRC
Slovenia,SI,SVN,2080908,2020-09-27,17,80,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-27,,2088,Country_Website
Austria,AT,AUT,8858775,2020-09-26,80,423,Country_Website
Czechia,CZ,CZE,10649800,2020-10-02,245,1198,Country_Website
Denmark,DK,DNK,5806081,2020-10-02,13,106,Country_Website
Estonia,EE,EST,1324820,2020-10-02,2,37,Country_API
Finland,FI,FIN,5517919,2020-10-02,4,21,External_Github
France,FR,FRA,67012883,2020-10-02,1270,6740,Country_Website
Hungary,HU,HUN,9772756,2020-10-02,47,740,JRC
Ireland,IE,IRL,4904240,2020-10-02,21,117,Country_Website
Italy,IT,ITA,60359546,2020-10-02,294,3436,Country_Github
Latvia,LV,LVA,1919968,2020-10-02,,22,Country_Website
Luxembourg,LU,LUX,613894,2020-10-02,4,20,Country_Website
Netherlands,NL,NLD,17282163,2020-10-02,181,,Other Website
Norway,NO,NOR,5328212,2020-10-02,,27,Country_API
Poland,PL,POL,37972812,2020-10-02,,2702,Country_Website
Portugal,PT,PRT,10276617,2020-10-02,107,682,Country_Website
Romania,RO,ROU,19414458,2020-10-02,571,,Country_Website
Slovakia,SK,SVK,5450421,2020-10-02,,251,JRC
Slovenia,SI,SVN,2080908,2020-10-02,15,86,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-02,,2593,Country_Website
Austria,AT,AUT,8858775,2020-10-01,98,493,Country_Website
Belgium,BE,BEL,11455519,2020-10-01,156,771,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-01,44,837,External_Github
Croatia,HR,HRV,4076246,2020-10-01,,297,Country_Website
Czechia,CZ,CZE,10649800,2020-10-01,221,1134,Country_Website
Denmark,DK,DNK,5806081,2020-10-01,15,109,Country_Website
Estonia,EE,EST,1324820,2020-10-01,2,37,Country_API
United Kingdom,UK,GBR,66647112,2020-09-15,,1027,Country_Website
Austria,AT,AUT,8858775,2020-09-14,47,255,Country_Website
Belgium,BE,BEL,11455519,2020-09-14,72,318,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-14,53,740,External_Github
Croatia,HR,HRV,4076246,2020-09-14,,310,Country_Website
Czechia,CZ,CZE,10649800,2020-09-14,78,333,Country_Website
Denmark,DK,DNK,5806081,2020-09-14,4,50,Country_Website
Estonia,EE,EST,1324820,2020-09-14,1,19,Country_API
Finland,FI,FIN,5517919,2020-09-14,3,10,External_Github
France,FR,FRA,67012883,2020-09-14,705,5479,Country_Website
Hungary,HU,HUN,9772756,2020-09-14,16,287,JRC
Ireland,IE,IRL,4904240,2020-09-14,11,60,Country_Website
Italy,IT,ITA,60359546,2020-09-14,197,2319,Country_Github
Latvia,LV,LVA,1919968,2020-09-14,,11,Country_Website
Luxembourg,LU,LUX,613894,2020-09-14,0,19,Country_Website
Netherlands,NL,NLD,17282163,2020-09-14,70,,Other Website
Norway,NO,NOR,5328212,2020-09-14,,21,Country_API
Poland,PL,POL,37972812,2020-09-14,,1972,Country_Website
Portugal,PT,PRT,10276617,2020-09-14,61,477,Country_Website
Romania,RO,ROU,19414458,2020-09-14,456,,Country_Website
Slovakia,SK,SVK,5450421,2020-09-14,,129,JRC
Slovenia,SI,SVN,2080908,2020-09-14,9,42,Country_Github
