country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Azerbaijan,AZ,AZE,10139175,2020-09-14,,3,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-04-02,,16,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-21,5,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-22,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-02,658,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-07-10,195,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-27,,4,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-03-10,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-25,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-03-26,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-09-21,,4,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-02-25,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-08-04,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-07-01,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-28,2551,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-04-21,657,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-08-13,,3,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-05-17,5,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-04-24,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-26,,142,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-10-21,3,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-04-15,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-14,437,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-11,286,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-08-04,,29,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-01,220,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-09,,48,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-07-05,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-03-23,20,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-04-29,2392,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-13,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-09-25,,4,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-07-22,40,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-16,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-09,11,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-07-23,,7,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-08-13,,2,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-09,3,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-02,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-02,,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-02-24,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-24,,5,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-08-23,35,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-09,402,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-07-22,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-15,1410,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-25,,1,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-26,,73,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-08,,2,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-03-26,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-30,1478,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-27,293,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-19,,3,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-28,,36,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-06-24,,1,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-06-27,9,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-03-16,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-03-11,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-03-05,66,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-10-24,268,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-16,,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-14,,1,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-02-06,0,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-29,23,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-10-25,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-08-18,68,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-18,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-13,0,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-23,21,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-13,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-09-17,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-09-20,148,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-31,,38,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-20,3,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-10,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-06-16,166,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-05-02,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-28,2,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-01,32,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-04-17,13,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-17,1452,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-04-22,,32,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-05-30,,2,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-06-11,,17,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-06-26,,5,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-28,,17,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-08-16,3,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-07-01,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-11,,174,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-03-22,9,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-03-23,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-04-06,340,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-19,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-10-18,500,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-10,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-04-25,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-20,0,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-08-15,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-05-10,,9,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-10-02,2086,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-09-13,948,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-21,,206,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-07-17,777,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-09-24,,8,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-12,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-07-15,,175,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-03,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-02-22,0,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-01-02,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-04,,2,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-07-07,,6,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-21,131,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-01-28,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-12,1,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-17,,24,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-22,0,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-24,581,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-08,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-04,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-20,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-07-08,397,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-05-02,18,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-30,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-15,,285,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-05-20,0,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-10-04,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-17,503,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-04-27,263,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-10-20,,3,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-23,206,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-20,,7,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-09-05,47,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-04-11,,1,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-03-21,21,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-04-29,6411,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-08-25,136,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-16,294,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-25,0,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-07-14,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-03-11,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-02-20,,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-06-26,6,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-10-24,518,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-08-29,23,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-14,,12,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-01,0,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-02-05,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-06-15,8835,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-27,8,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-07-13,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-18,,182,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-13,92,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-09,,1,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-01-14,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-03-03,0,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-04-30,62,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-18,,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-01-30,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-23,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-04-02,92,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-10-02,,63,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-26,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-12,44,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-04-20,13,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-06,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-08-04,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-04-29,316,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-07-12,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-09-16,188,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-07-03,93,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-20,9,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-06-11,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-02-27,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-15,,6,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-10,1181,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-06-04,2,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-03-13,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-09-09,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-07-05,579,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-13,371,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-10-19,1567,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-03-19,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-15,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-25,,23,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-27,,6,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-06-14,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-09-12,4,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-07-05,,6,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-02,,2,"Epidemic intelligence, national daily data"
